text;department;process;document;edition
"-------- Forwarded Message -------- Subject: AWS Immigration, AAA &amp; AAA Ary ERP and Host Gator Anomaly Date: Thu, 1 Nov 2018 09:55:01 +0400 From: Umer Farooq To: support@miroke.com, 'Christian Rakotondratsima' , 'Manantenasoa Randrianirina' , 'Tefy Rakotonirina' CC: 'fiaz' Dear Concerned, AWS Immigration, AAA &amp; AAA Ary ERP and Host Gator Anomaly Accounting&gt;Legal Reports&gt;Accounting Reports&gt;Trial Balance&gt; All Posted Entries or All Entries &gt;PDF&gt;Following error occur: Uncaught SyntaxError: Unexpected end of JSON input http://52.19.189.51/web#page=0&amp;limit=10&amp;view_type=list&amp;model=collection.dispatch.receipt&amp;menu_id=941&amp;action=1167:2 Please resolve at earliest. Thanks &amp; Regards! Umer Baig ERP Support Analyst Samana Group of Companies --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus ";;;;
-------- Forwarded Message -------- Date: Mon, 5 Nov 2018 13:02:00 +0400 From: Umer Farooq <baig@globalmigration.co.uk> To: 'Christian Rakotondratsima' <c.rakotondratsima@miroke.com>, support@miroke.com, 'Tefy Rakotonirina' <t.rakotonirina@mirogoods.com> CC: 'fiaz' <fiaz@samana-group.com> Dear Mr. Christian, The following Customer Payment Receipts are missing in ERP. Please identify all, and if deleted by any user, please mention the name. Receipts # 38 112-142 456 704 709 787 843 975 1040-1056 1304 1439-440 1584 1671 This is of top priority, please respond ASAP. Thanks & Regards! Umer Baig ERP Support Analyst Samana Group of Companies;;;;
" -------- Forwarded Message -------- Subject:  Urgent Host Gator Anomaly (Accounting) Date:  Mon, 12 Nov 2018 16:07:19 +0400 From:  baig@samana-group.com To:  'Manantenasoa Randrianirina' <mf.randrianirina@mirogoods.com>, 'Christian Rakotondratsima' <c.rakotondratsima@miroke.com>, support@miroke.com, 'Tefy Rakotonirina' <t.rakotonirina@mirogoods.com>, 'Samoelinirina Andrianomenjanahary' <s.andrianomenjanahary@mirogoods.com> CC:  'fiaz' <fiaz@samana-group.com>   Dear Concerned,     URGENT HOST GATOR ANOMALY     Accounting >Customer Payments>Following error occurs:     Odoo Client Error     Uncaught Error: Expected ""}"", got "":""  http://162.241.155.192:8069/web/js/web.assets_backend/a006303:2693     For SEBC     User: baigsebc  Password: 123     FOR SBC     User: baigsbc  Password: 123     Please resolve at earliest.        Thanks & Regards!     Umer Baig  ERP Support Analyst     Samana Group of Companies  M:  +971 (0) 54 308 7836  E:  baig@samana-group.com       Description: Description: Description: Description: Description: Description: cid:image002.png@01D265D6.EE459530";;;;
Accounting>Configuration >Accounts>Open any account>Print>Trial Balance> Either Posted or All Entries> Excel/PDF>Following error occurs:  PDF Uncaught SyntaxError: Unexpected end of JSON input  http://172.16.1.50:8069/web#id=247&view_type=form&model=account.account&menu_id=208&action=207:2  Excel Odoo Warning  http://172.16.1.50:8069/web/static/src/img/warning.png  MissingError  One of the documents you are trying to access has been deleted, please try again after refreshing.   ;;;;
"-------- Forwarded Message -------- Subject: RE: AWS Immigration, AAA &amp; AAA Ary ERP and Host Gator Anomaly (Individual Trial Balance) Date: Tue, 13 Nov 2018 10:44:44 +0400 From: Umer Farooq To: 'Christian Rakotondratsima' , support@miroke.com, 'Manantenasoa Randrianirina' , 'Tefy Rakotonirina' CC: 'fiaz' Dear Concerned, Reference the below e-mail, the issue was resolved previously but now we are again facing the same problem. Accounting&gt;Configuration &gt;Accounts&gt;Open any account&gt;Print&gt;Trial Balance&gt; Either Posted or All Entries&gt; Excel/PDF&gt;Following error occurs: PDF Uncaught SyntaxError: Unexpected end of JSON input http://172.16.1.50:8069/web#id=247&amp;view_type=form&amp;model=account.account&amp;menu_id=208&amp;action=207:2 Excel Odoo Warning http://172.16.1.50:8069/web/static/src/img/warning.png MissingError One of the documents you are trying to access has been deleted, please try again after refreshing. Ok Please resolve at earliest. Thanks &amp; Regards! Umer Baig ERP Support Analyst From: Christian Rakotondratsima [mailto:c.rakotondratsima@miroke.com] ";;;;
"-------- Forwarded Message -------- Subject: HR LEAVE PROCESS REQUEST Date: Tue, 13 Nov 2018 14:48:16 +0400 From: Umer Farooq To: 'Christian Rakotondratsima' , 'Tefy Rakotonirina' , 'Manantenasoa Randrianirina' , support@miroke.com, 'Samoelinirina Andrianomenjanahary' CC: 'fiaz' Dear Miro Team, AWS HR REQUEST HR &gt; Leave Request 1: When Leave Request Status is ""To Supervisor Review"" the Button Reviewed should be visible to New Access Group Under HR ""Leave Request Review"". 2: When Leave Status is ""To Accounts Verification"" (Rename this status to ""To Verification"", The Button Verified should be visible to New access group under HR ""Leave Verification"" . 3: When status is ""To GM Approval"" the Button Approved should be visible to access group ""General Manager"". this access group is already there. 4: HR&gt;Configuration&gt;Leave Type&gt; here on Leave type Form &gt; new Field of Long text name ""Leave Terms &amp; Condition"" &gt; here we will define terms the same terms Field need on ""Leave Request Form"" . when user select Leave type the field terms and condition should appear down to fields ""Days"" as read only Please proceed at earliest. Thanks &amp; Regards! Umer Baig ERP Support Analyst ";;;;
"-------- Forwarded Message -------- Subject: AWS ERP IP address Cnaming ro Web domain Date: Wed, 28 Nov 2018 15:41:27 +0400 From: Fiaz To: c.rakotondratsima@miroke.com, Jithin Panekkat @Jithin IT You can drop msg here for AWS ERP IP C naming to our web domain http://erp.globalmigrationservices.com/ @Christian Kindly coordiante Thanks &amp; Regards! H.M.Fiaz Business Analyst | Manager IA  --- This email has been checked for viruses by Avast antivirus software. https://www.avast.com/antivirus ";;;;
"-------- Forwarded Message -------- Subject: AAA Urgent Anomly Date: Wed, 19 Dec 2018 15:04:40 +0400 From: Fiaz To: 'Samoelinirina Andrianomenjanahary' CC: 'Tefy' , 'Christian Rakotondratsima' , 'support' , 'Manantenasoa Randrianirina' , 'Baig' , Rashid . URGENT With ref to below email Point 2.1 (But with 2.1 on Lead &amp; Opportunity Form When &gt;&gt;&gt; Contact is created &gt;&gt;&gt; the ""Contact"" field should become read only here.)??. I mention in Skype Chat if its not working or require more analysis go back to previous (means dnt deliver this) Now Sale&gt; Lead &amp; Opportunities &gt;&gt; When Create Lead &gt; Contact Create and Mobile 1, Mobile 2, Phone ?.. field value enter and save Mobile 1 &amp; mobile 2 is not appearing Phone email age marital status entered values is appearing but not update din the contact. Thanks &amp; Regards! HM Fiaz Business Analyst | Manager IA samana-1 From: Fiaz [mailto:fiaz@samana-group.com] Sent: Sunday, December 16, 2018 1:27 PM To: 'Samoelinirina Andrianomenjanahary' Cc: 'Tefy'; 'Christian Rakotondratsima'; 'support'; 'Manantenasoa Randrianirina'; 'Baig' ";;;;
"Sales>Leads &Opportunities > Create>Sometime when we fill the ""contact"" field and move on to ""Mobile 1"" field> system hide the contact name we already saved";;;;
-------- Forwarded Message -------- Subject: AWS ERP issue urgent Date: Tue, 22 Jan 2019 11:29:48 +0400 From: Fiaz . To: Christian Rakotondratsima , support , Samoelinirina Andrianomenjanahary , baig@samana-group.com AWS ISSUE When Sale confirm system is not generating AUTO PROCESSING ORDER . Till Jan 14, 2019.. all is ok... while sale order confirmation system was generating processing order but after that not. When sale order confirm and generate processing order auto , Sale Order Form shows button View Processing Order etc ... example you can see any sale order confirmed before Jan 13 Pls some senior developer look in to this ad i dnt want with this issue fix 5 nore problems. Further be careful as we dnt have test platform of AWS. The current test platform is AAA. Rest i want to know how this malfunction occure. ;;;;
Can you pl perfrom a full review of AAA Dubai ERP. Its very slow since we moved to cloud - Muhammad, 10:09 AM;;;;
" ---------- Forwarded message --------- From: Umer Farooq* &lt; baig@globalmigration.co.uk [1] &gt; Date: mer. 13 f?vr. 2019 ? 13:25 Subject: AWS Immigration Super Urgent anomaly- To: Christian Rakotondratsima &lt; c.rakotondratsima@miroke.com [2] &gt;, &lt; support@miroke.com [3] &gt;, Tefy Rakotonirina &lt; t.rakotonirina@mirogoods.com [4] &gt; Cc: Samoelinirina Andrianomenjanahary &lt; s.andrianomenjanahary@mirogoods.com [5] &gt;, &lt; fiaz@samana-group.com [6] &gt;  * AWS Immigration Super Urgent anomaly **  * Sales&gt;Configuration&gt;Quotation Template&gt;ABc Test: When language is English, the rule is: -Text Starts from left to right Even for Arabic the system is taking the same rule. *The rule for Arabic should be : * *   * -Text starts from right to left When we take the print of this quotation template through sales&gt;quotation, the ERP is taking the same rule for Arabic text i:e *Left to right * *   * * For reference, plz check the attached sales order and match this with quotation template ""ABc Test"".  * *   * *   * * The text in Arabic should start from right and ends at left. **  *  Thanks &amp; Regards! * Muhammad Umer Farooq * Group Financial Accountant &amp; ERP Support Analyst *  * *   * * Samana Group of Companies **  * * M: *   +971 (0) 52 827 6039 * PHN: * +971 (04) 303 1955* * * EXT: * 926 *  * * E: *    None [7] baig@samana-group.com None [8]   [1] mailto:baig@globalmigration.co.uk [2] mailto:c.rakotondratsima@miroke.com [3] mailto:support@miroke.com [4] mailto:t.rakotonirina@mirogoods.com [5] mailto:s.andrianomenjanahary@mirogoods.com [6] mailto:fiaz@samana-group.com [7] mailto:baig@samana-group.com [8] http://www.samana-group.com ";;;;
"AWS Immigration &gt;Human Resources &gt; Staff Passport &gt; Passport Request The access of this menu is to the group ""Employee"" but this menu is not visible to anyone in employee group";;;;
"1. Same this Menu Tree View is actually Allocation request Tree view which is wrong. This Menu require its own Tree View Creation Date Employee Name Reason for Passport Start Date End Date Days Status 2. Status Flow and Button When status is draft ""Submit to Account"" button should visible to Employee group with access to submit When status is ""To Accounts Verification"" button Verified should visible to Accounts Group only. When status Approved refused button should visible to General Manager only. Status bar, only current status should visible. 3.  Passport Request Print On Print Descriptiom should bring value of field Reason Below to Description: Accounts Remarks: value from Accounts Remarks field Start Date End Date Days Requesy History: here log history all detail. This you can check on leave print as well how Herry Zoo did this.";;;;
The pdc receipt collection issue is also coming with AwS   Accountant group should have access to collect /validate pdc receiot  Accounting>customers>pdc receipt>open any in draft and check  ;;;;
